"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","scale_id","source_table","raw_resp","scale_name","age_range","child_age__for_child_focused_studies_","sample","construct_type","measurement_tool","item_format","primary_language_s_","construct_name","citation_key","doi","title","year","author"
"spanishmegastudy","musica","909","General knowledge items","NA","NA","¿Qué banda cantó \Losing My Religion\?","R.E.M.","Radiohead","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","910","General knowledge items","NA","NA","¿Qué banda compuso el álbum \Highway to Hell\?","AC/DC","Guns N' Roses","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","911","General knowledge items","NA","NA","¿Qué banda cuenta actualmente con los miembros Jagger, Richards, Watts y Wood?","The Rolling Stones","The Rolling Stones","1","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","912","General knowledge items","NA","NA","¿Qué banda fue formada por Gilmour, Barett, Waters, Wright y Mason?","Pink Floyd","The Who","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","913","General knowledge items","NA","NA","¿Qué canción fue una colaboración entre Queen y David Bowie?","Under Pressure","I Want to Break Free","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","914","General knowledge items","NA","NA","¿Qué cantante es conocida por el sencillo \My Heart Will Go On\?","Celine Dion","Bonnie Tyler","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","915","General knowledge items","NA","NA","¿Qué es el K-pop?","Un género musical surcoreano","Un tipo de bomba","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","916","General knowledge items","NA","NA","¿Qué estrella de rock murió de cáncer de hígado el 10 de enero de 2016?","David Bowie","Marilyn Manson","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","917","General knowledge items","NA","NA","¿Qué famosa banda de rock tenía como cantante a alguien cuyo verdadero nombre era Farrokh Bulsara?","Queen","Queen","1","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","918","General knowledge items","NA","NA","¿Qué género musical se originó en Seattle a principios de la década de 1990?","Grunge","EDM","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","919","General knowledge items","NA","NA","¿Qué miembro de los Beatles se casó con Yoko Ono?","John Lennon","Paul McCartney","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","920","General knowledge items","NA","NA","¿Qué músico tenía un alter ego llamado \Ziggy Stardust\?","David Bowie","Lady Gaga","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","921","General knowledge items","NA","NA","¿Qué popular banda de pop activa desde 1972 hasta 1983 se formó en Estocolmo?","ABBA","A-ha","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","922","General knowledge items","NA","NA","¿Qué significa la abreviatura DJ en el mundo de la música?","Disc jockey","Disc jockey","1","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","923","General knowledge items","NA","NA","¿Quién cantó las palabras \you may say I'm a dreamer, but I'm not the only one\ en 1971?","John Lennon","George Harrison","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","924","General knowledge items","NA","NA","¿Quién co-escribió la canción \Fame\ con David Bowie?","John Lennon","Paul McCartney","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","925","General knowledge items","NA","NA","¿Quién fue el cantante principal de Led Zeppelin?","Robert Plant","John Bonham","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","926","General knowledge items","NA","NA","¿Quién fue el primer batería de los Beatles?","Pete Best","George Harrison","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","927","General knowledge items","NA","NA","¿Quién mató a John Lennon en Nueva York en 1980?","Mark Chapman","Yoko Ono","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","musica","928","General knowledge items","NA","NA","¿Quiénes son Benny, Björn, Agnetha y Frida?","Miembros de ABBA","Los creadores de los Grammy","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","929","General knowledge items","NA","NA","\Fidelidad, Valor, Integridad\ es el lema de qué organización?","FBI","Amnistía Internacional","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","930","General knowledge items","NA","NA","¿Cuál era el método más utilizado por el Ku Klux Klan para intimidar?","Quemar cruces","Destrozar jardines","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","931","General knowledge items","NA","NA","¿Cuál fue el primer país en abandonar las Naciones Unidas?","Indonesia","Singapur","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","932","General knowledge items","NA","NA","¿Cuándo entró en vigor la constitución de la UNESCO?","1946","1939","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","933","General knowledge items","NA","NA","¿Cuándo se estableció la OTAN (Organización del Tratado del Atlántico Norte)?","4 de abril, 1949","20 de enero, 1950","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","934","General knowledge items","NA","NA","¿De qué palabra griega adoptó su nombre el Ku Klux Klan?","Kuklos (Círculo)","Kalare (Brillante)","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","935","General knowledge items","NA","NA","¿Dónde está la sede de las Naciones Unidas?","Nueva York","París","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","936","General knowledge items","NA","NA","¿Dónde están las oficinas centrales de la INTERPOL?","Lyon (Francia)","Berlín (Alemania)","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","937","General knowledge items","NA","NA","¿Dónde están las oficinas centrales de la Organización Mundial de la Salud?","Ginebra","París","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","938","General knowledge items","NA","NA","¿Dónde están las oficinas centrales del Comité Internacional de la Cruz Roja?","Ginebra","Roma","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","939","General knowledge items","NA","NA","¿Dónde se encuentra la sede de la Unión Europea?","Bruselas","Roma","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","940","General knowledge items","NA","NA","¿Qué dos organizaciones de seguridad dominaron la era de la Guerra Fría?","OTAN y Pacto de Varsovia","OTAN y Pacto de Varsovia","1","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","941","General knowledge items","NA","NA","¿Qué es el infame Grupo Lazarus?","Grupo de cibercrimen","Banda de secuestradores","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","942","General knowledge items","NA","NA","¿Qué organización de derechos humanos fundada en 1961 obtuvo un Premio Nobel en 1977?","Amnistía Internacional","Freedom House","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","943","General knowledge items","NA","NA","¿Qué orden religiosa fundó Ignacio de Loyola?","Jesuitas","Franciscanos","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","944","General knowledge items","NA","NA","¿Qué organización proporciona asistencia humanitaria y de desarrollo a niños y madres en países en desarrollo?","UNICEF","FBI","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","945","General knowledge items","NA","NA","¿Qué organización tiene como lema \Citius, Altius, Fortius\ (\Más rápido, más alto, más fuerte\)?","Olimpiadas","Fuerza Aérea de los Estados Unidos","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","946","General knowledge items","NA","NA","¿Qué presidente estadounidense dio su nombre a las Naciones Unidas?","Franklin D. Roosevelt","Abraham Lincoln","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","947","General knowledge items","NA","NA","¿Qué significa \INTERPOL\?","International Police Organization","International Politeness Organization","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","948","General knowledge items","NA","NA","¿Qué significa CIA?","Central Intelligence Agency","Central Intelligence Agency","1","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","949","General knowledge items","NA","NA","¿Qué significa literalmente \Hezbolá\?","Partido de Dios","Dios es poderoso","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","950","General knowledge items","NA","NA","¿Qué significa UNICEF?","United Nations Children's Fund","United Nations Commerce Fund","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","951","General knowledge items","NA","NA","¿Qué sociedad internacional para personas inteligentes se fundó en Oxford en 1946?","MENSA","ISPE","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","952","General knowledge items","NA","NA","¿Quién fue el fundador de la Cruz Roja?","Henri Dunant","Henri Dunant","1","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","953","General knowledge items","NA","NA","¿Quién fue el fundador y el jefe del grupo terrorista islámico de Al-Qaeda hasta 2011?","Osama Bin Laden","Sadam Hussein","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","organizaciones","954","General knowledge items","NA","NA","¿Quiénes son los estados miembros de la Benelux?","Bélgica, Países Bajos y Luxemburgo","Algeria, Baréin, Comoras e Iraq","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","955","General knowledge items","NA","NA","¿Cómo se llama el compositor clásico cuya música adora el protagonista de \La naranja mecánica\?","Ludwig van Beethoven","Richard Wagner","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","956","General knowledge items","NA","NA","¿Cómo se llama el tío de Luke Skywalker?","Owen","Ben","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","957","General knowledge items","NA","NA","¿Cómo se llama la ciudad en la que vive Superman?","Metrópolis","Gotham City","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","958","General knowledge items","NA","NA","¿Cómo se llama la ciudad natal de Batman?","Gotham City","Arrakeen","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","959","General knowledge items","NA","NA","¿Cómo se llama la protagonista del musical \West Side Story\?","María","María","1","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","960","General knowledge items","NA","NA","¿Cómo se llamaba la novia de Tarzán?","Jane","Kala","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","961","General knowledge items","NA","NA","¿Cómo se llaman los premios conferidos anualmente por la Asociación de la Prensa Extranjera de Hollywood?","Globos de oro","Oscar","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
"spanishmegastudy","peliculas","962","General knowledge items","NA","NA","¿Cuál de las siguientes películas ganó 9 Oscars en 1988?","El último emperador","Mi vecino Totoro","0","spanishmegastudy","spanishmegastudy",NA,NA,"Adult (18+)",NA,"General/non-specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","spa","The predictors of general knowledge: Data from a Spanish megastudy.","spanishmegastudy","10.6084/M9.FIGSHARE.14073899","Supplementary files for The predictors of general knowledge: data from a Spanish megastudy","2021","Jon Andoni Duñabeitia"
